customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7901-TBKJX,1,1,0,0,0.9621754209229036,1,2,1,0,0,2,0,2,2,0,1,2,1.2060760122016398,1.4606391462136892,0
7228-PAQPD,0,0,0,0,-0.748079855318371,1,0,0,0,0,0,2,0,2,1,0,1,-0.18817167093773737,-0.6663918011546676,0
3177-LASXD,0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,0,2,0.21896859410296257,-0.9758848079225346,1
7746-QYVCO,1,0,1,1,-0.6666391278783103,1,0,0,2,2,0,0,0,0,1,1,3,-0.29618847594853537,-0.6289129259943963,0
5804-HYIEZ,1,0,1,1,1.5322605130033284,1,2,1,2,2,0,0,2,2,0,1,2,1.3722557122182522,2.325388637183551,0
9919-FZDED,1,1,1,0,1.6137012404433893,1,2,0,2,2,2,0,2,2,2,1,1,0.642726829145324,1.631665467059824,0
5934-TSSAU,0,0,1,1,-0.38159658183809786,1,0,1,0,0,2,0,0,0,0,1,1,0.3502505571160864,-0.2560653992381247,0
3486-KHMLI,1,0,0,1,-0.46303730927815856,1,2,2,1,1,1,1,1,1,0,0,3,-1.33148800705203,-0.8012628092358322,0
4897-QSUYC,0,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,1,3,-1.4827115340671475,-0.9984736061356704,1
1084-UQCHV,1,0,0,1,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,0,0,0.1657910900976468,-0.9765907078666951,1
8290-YWKHZ,0,1,1,0,-0.015113308357824713,1,2,1,0,0,0,0,2,2,0,1,2,0.9451738831755587,0.2857569266515652,1
2955-BJZHG,1,0,1,1,-0.62591876415828,1,0,1,0,0,0,0,2,0,0,0,2,0.534710024134526,-0.3893260730716733,1
3806-DXQOM,0,0,0,0,-1.1552834925186746,0,1,0,2,2,0,0,0,0,0,1,2,-1.034026344022294,-0.9465458414933641,1
6784-XYJAE,0,0,0,0,0.14776814652229667,1,2,0,0,0,2,0,0,0,1,0,2,-0.29785027294870164,-0.15079807006519094,0
3933-DQPWX,0,0,0,0,0.7178532386027215,0,1,0,0,2,2,2,0,0,2,0,1,-0.8329489070021932,-0.15465846038481865,0
6661-EIPZC,0,0,1,1,0.6364125111626608,0,1,0,0,0,0,2,0,0,0,1,1,-1.1719554950360824,-0.37953171134644637,0
8957-THMOA,0,0,0,1,0.7178532386027215,1,0,2,1,1,1,1,1,1,2,0,1,-1.4827115340671475,-0.5790366830648064,0
2251-PYLPB,1,0,1,0,1.6137012404433893,1,2,0,2,2,2,2,0,2,2,0,1,0.4915033021302069,1.5563327073939461,0
5555-RNPGT,1,0,0,1,-0.9109613101984924,1,2,2,1,1,1,1,1,1,0,0,1,-1.328164413051698,-0.9085816601214823,0
1057-FOGLZ,0,0,0,0,-0.5851984004382496,1,0,2,1,1,1,1,1,1,0,0,3,-1.4993295040688086,-0.8345504034776505,0
9300-RENDD,1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,2,0,0,1,2,0.5047976781315361,-0.9720905957226721,1
0761-AETCS,0,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,2,-1.5109620830699715,-0.9988486154810057,1
8087-LGYHQ,1,0,0,0,-0.9516816739185228,1,0,1,0,0,2,0,2,2,0,1,2,0.9734244321783826,-0.6492737275087755,0
4137-BTIKL,1,0,0,0,-1.2367242199587352,1,2,1,2,0,0,0,0,2,0,0,3,0.8637458301674186,-0.9302660240311627,0
2190-BCXEC,0,0,1,0,0.3106496014024181,1,2,1,0,0,0,2,0,0,0,1,1,0.46823814412788106,0.3721634916914608,0
6227-FBDXH,1,0,1,0,1.4915401492832983,1,2,1,0,0,2,0,2,2,1,0,0,1.15456030519649,2.01099844955307,0
2153-MREFK,0,0,1,0,0.18848851024232702,1,2,1,2,0,2,2,0,2,1,1,2,1.1445895231954935,0.6491189229081801,1
2911-WDXMV,1,0,0,1,-0.5851984004382496,1,2,1,0,0,2,0,0,0,0,1,1,0.5247392421335293,-0.3867671857740914,0
7206-PQBBZ,1,1,1,0,-0.8702409464784621,1,0,1,0,0,0,0,0,0,0,1,2,0.18074726309914202,-0.6391043564382134,0
3106-ULWFW,0,0,1,0,-0.9924020376385531,1,2,1,0,0,0,0,0,2,0,1,1,0.6792863631489789,-0.7305625179535076,1
0925-VYDLG,0,0,0,0,-1.1960038562387048,1,2,1,0,0,0,0,0,0,0,0,2,0.3485887601159204,-0.9005961670031668,1
4547-FZJWE,1,0,1,1,0.9214550572028734,1,0,0,2,0,0,0,0,2,1,0,1,-0.17653909193657447,0.38546529376423516,0
7422-WNBTY,1,0,1,0,0.025607055362205634,1,2,1,0,2,2,0,0,2,0,1,2,0.9501592741760567,0.35678810853271503,0
0842-IWYCP,0,0,0,0,0.5549717837226001,1,0,0,0,0,0,0,0,0,0,0,0,-0.6584602219847502,-0.05047204050138054,0
3521-HTQTV,1,0,0,0,0.06632741908223598,1,2,2,1,1,1,1,1,1,2,0,0,-1.2849576910473786,-0.5748454021463534,0
3744-ZBHON,0,0,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,0,0,2,-1.481049737066981,-0.9782672202340764,0
3373-DIUUN,1,0,1,1,-0.0965540357978854,1,0,2,1,1,1,1,1,1,2,0,3,-1.4461520000634926,-0.6932821771525314,0
8383-SGHJU,0,0,0,0,0.025607055362205634,1,2,0,2,0,0,2,0,0,1,0,2,-0.17820088893674074,-0.14581265170955746,0
7607-QKKTJ,1,0,1,1,0.5142514200025698,1,2,1,0,2,2,0,0,2,1,1,1,1.0049985751815391,0.9201183233460453,0
7707-PYBBH,1,0,0,0,0.3106496014024181,1,0,0,2,2,0,2,0,0,0,1,3,-0.09511103892843457,0.16050380530958736,0
8984-HPEMB,0,0,0,0,1.5729808767233588,1,2,1,2,2,2,2,2,2,2,1,2,1.7910285562601154,2.7328473205769415,0
4349-GFQHK,1,0,0,0,-1.2774445836787656,1,2,0,0,0,2,0,0,0,0,0,2,-0.34604238595351905,-0.9833849948292399,1
4139-DETXS,0,0,1,1,1.6137012404433893,0,1,0,2,2,2,2,2,2,2,0,0,-0.010359391919962149,0.9903333084167594,0
9779-DPNEJ,0,0,1,1,-0.4223169455581282,1,0,1,0,0,0,0,0,2,0,1,2,0.5114448661322006,-0.21735119917557258,0
9805-FILKB,1,0,1,1,0.5549717837226001,1,0,2,1,1,1,1,1,1,1,1,0,-1.481049737066981,-0.6342954130686201,0
5793-YOLJN,0,0,1,1,0.9214550572028734,1,0,2,1,1,1,1,1,1,2,0,3,-1.4544609850643233,-0.4733943445465372,0
0673-IGUQO,1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4727407520661506,-0.9983412498961405,0
4123-FCVCB,0,0,0,0,-0.8295205827584317,1,2,0,0,0,0,2,2,2,1,1,3,0.36853032411791364,-0.6303909040024823,0
8819-IMISP,1,0,0,0,-0.055833672077855064,1,2,1,0,2,0,0,0,0,0,1,2,0.5214156481331973,0.0643249379177199,0
7802-EFKNY,1,0,1,0,-1.1145631287986442,0,1,0,0,0,0,0,0,0,0,1,2,-1.3231790220511994,-0.9630683120613706,1
8311-UEUAB,0,0,1,1,1.4100994218432374,1,2,0,2,0,0,0,2,2,2,1,2,0.356897745116751,1.2998042558113714,0
5858-EAFCZ,1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,3,-0.6750781919864114,-0.987752750733733,0
8035-BUYVG,1,0,1,0,0.3106496014024181,0,1,0,2,2,2,0,0,0,1,1,2,-0.7448736659933887,-0.25008730908601556,1
1163-ONYEY,1,0,1,1,0.35136996512244845,1,2,0,2,2,2,0,2,0,0,1,1,0.32532360211359457,0.32658882654659893,0
9787-XVQIU,1,0,0,0,-1.2774445836787656,1,2,1,0,0,0,0,0,0,0,1,2,0.3502505571160864,-0.9741421174353884,1
8945-MUQUF,1,0,0,0,0.758573602322752,1,2,1,2,2,0,0,2,0,1,1,2,0.9983513871808745,1.1269249476118153,1
5656-MJEFC,1,0,1,1,0.3920903288424788,0,1,0,2,0,2,2,2,0,2,0,1,-0.5521052139741185,-0.11073824823408286,0
6082-OQFBA,1,0,1,1,-0.38159658183809786,1,0,2,1,1,1,1,1,1,1,0,3,-1.4993295040688086,-0.8146087300551165,0
8051-HJRLT,0,1,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.19237984210030468,-0.9762377578946148,1
8974-OVACP,0,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4827115340671475,-0.9984736061356704,0
4010-YLMVT,0,0,0,0,0.9621754209229036,1,2,1,2,2,0,0,2,2,0,1,1,1.3905354792200795,1.592973326370527,0
1379-FRVEB,1,0,0,1,-0.7073594915983407,1,2,1,0,2,0,0,2,0,0,1,2,0.8720548151682491,-0.3764433990907442,0
8612-GXIDD,1,0,1,1,-0.8295205827584317,1,2,2,1,1,1,1,1,1,2,1,0,-1.3082228490497045,-0.8692718569810448,0
6288-CHQJB,0,0,1,1,0.880734693482843,1,0,0,2,0,2,2,0,2,2,0,0,0.1724382780983114,0.7008481531911913,0
8160-HOWOX,0,0,0,0,-1.0331224013585834,1,0,0,0,0,0,0,2,2,0,1,2,0.06940686408801149,-0.80525555579499,0
3023-GFLBR,0,0,1,1,0.025607055362205634,1,2,1,0,0,0,0,0,2,0,0,1,0.7108605061521354,0.20400488936847783,1
6648-INWPS,1,0,1,1,-0.6666391278783103,1,0,2,1,1,1,1,1,1,0,0,2,-1.4827115340671475,-0.8567641923454511,0
4223-BKEOR,0,0,0,1,-0.46303730927815856,1,0,0,2,0,2,0,0,2,1,0,3,0.0029349840813665527,-0.41758413021134805,0
4079-VTGLK,1,1,1,0,-0.0965540357978854,1,2,0,0,0,2,0,2,2,2,0,2,0.33529438411459117,-0.044802781574841605,0
1763-WQFUK,1,0,0,0,-1.1960038562387048,1,0,0,0,0,0,2,0,0,0,1,3,-0.4740007549663106,-0.942178085588871,0
1391-UBDAR,1,0,0,0,-0.8702409464784621,1,0,1,0,0,2,0,0,0,0,0,2,0.2704843011081128,-0.6462736527460934,0
8894-JVDCV,0,0,0,0,1.2064976032430856,1,2,1,2,2,2,2,2,2,1,1,1,1.6713791722481544,2.1398251893623605,0
2023-VQFDL,1,0,0,0,-0.5851984004382496,1,0,2,1,1,1,1,1,1,0,0,2,-1.5209328650709681,-0.8534773457304538,0
1345-GKDZZ,1,0,0,1,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,3,-1.502653098069141,-0.9506268255455419,0
2014-MKGMH,0,0,0,0,0.5549717837226001,1,2,1,0,0,2,0,2,2,1,1,2,1.2077378092018058,1.0549231533074446,0
5628-FCGYG,1,0,0,0,-0.46303730927815856,1,2,1,0,0,0,0,0,2,0,1,2,0.642726829145324,-0.24082237231890907,0
2560-WBWXF,1,0,0,0,1.4508197855632678,1,2,2,1,1,1,1,1,1,2,1,0,-1.3497677740538576,-0.3460897014918429,0
0248-IPDFW,0,0,0,0,-1.2774445836787656,1,2,0,0,0,0,0,0,0,0,1,2,-0.48729513096763954,-0.9852600415559163,0
7978-DKUQH,0,0,1,0,-0.30015585439803716,1,0,1,0,0,2,0,0,0,0,1,2,0.32698539911376057,-0.2142187681733604,0
4335-UPJSI,0,0,0,1,-0.3408762181180675,1,0,2,1,1,1,1,1,1,2,0,3,-1.4960059100684764,-0.7876080571909776,0
0524-IAVZO,0,0,1,0,-0.0965540357978854,1,2,1,0,0,0,0,0,2,0,1,2,0.6726391751483144,0.15042267173204532,1
2737-YNGYW,0,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,2,0,0,2,0.5247392421335293,-0.9261409212324748,1
1784-EZDKJ,1,0,1,0,0.758573602322752,1,2,1,0,2,2,0,2,2,1,1,0,1.397182667220744,1.4186380995361398,0
9297-FVVDH,0,0,1,1,1.002895784642934,1,2,0,2,0,2,2,2,2,2,1,2,0.6560212051466532,1.1303662098395975,0
8007-YYPWD,0,0,0,0,-0.7073594915983407,1,2,2,1,1,1,1,1,1,2,0,0,-1.3198554280508674,-0.8445212401889175,0
7101-HRBLJ,0,0,1,1,1.6137012404433893,1,0,0,2,2,2,2,2,2,2,1,0,0.6294324531439953,1.6825123224126346,0
5159-YFPKQ,0,0,0,0,-1.2367242199587352,1,0,1,0,0,2,0,0,0,0,1,2,0.36686852711774764,-0.936442648542567,1
6635-CPNUN,1,0,1,0,-0.1779947632379461,1,2,1,0,2,2,0,2,0,0,0,1,1.0581760791868549,0.17693803838457386,0
4021-RQSNY,1,1,1,0,-0.13727439951791576,1,2,1,0,0,2,0,2,2,0,1,2,1.1213243651931677,0.3180297897236529,1
5453-YBTWV,1,0,1,1,1.5322605130033284,1,0,1,2,2,2,2,2,0,2,1,1,1.2077378092018058,2.078654547326203,0
5039-LZRQT,0,0,0,0,-0.7888002190384014,1,0,2,1,1,1,1,1,1,1,0,3,-1.481049737066981,-0.8868090587187821,0
2931-VUVJN,0,1,1,0,1.0843365120829946,1,2,1,2,2,2,2,0,0,1,1,2,0.9734244321783826,1.412064406306145,0
9061-TIHDA,1,1,1,0,-0.7888002190384014,1,2,1,0,0,0,0,2,2,0,1,2,1.0133075601823696,-0.46309261723644496,1
8699-ASUFO,1,1,1,0,-1.0331224013585834,1,2,1,0,0,0,0,0,0,0,1,3,0.32033821111309646,-0.7744606707309883,1
6418-PIQSP,0,0,1,0,1.2064976032430856,1,0,0,2,0,2,2,2,2,2,0,3,0.5396954151350245,1.1923530486861909,0
8220-OCUFY,0,0,0,0,-0.46303730927815856,1,0,0,2,0,2,2,0,0,1,1,2,-0.1499503399339166,-0.4521952868484674,0
3995-WFCSM,0,0,0,0,-1.2367242199587352,1,0,0,0,0,2,0,0,2,0,0,2,-0.13000877593192306,-0.9582152499452672,0
1895-QTKDO,0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,1,-0.6916961619880726,-0.9879733444662832,0
2038-OEQZH,1,0,0,0,-1.1552834925186746,1,0,1,0,0,2,0,0,2,0,0,2,0.7075369121518029,-0.8714336755600364,0
1178-PZGAB,0,0,0,0,-0.5444780367182193,1,0,2,1,1,1,1,1,1,1,0,1,-1.479387940066815,-0.838101962571708,0
7927-AUXBZ,0,0,0,0,-0.0965540357978854,1,0,1,0,0,0,2,2,0,0,0,2,0.677624566148813,0.12026750849243921,1
2626-VEEWG,1,0,1,1,1.4100994218432374,1,0,2,1,1,1,1,1,1,2,1,1,-1.5076384890696393,-0.44079059087562433,0
2878-RMWXY,1,1,1,0,1.6137012404433893,1,2,1,2,2,2,0,0,2,2,1,1,1.259253516206956,2.3237341841894246,0
1657-DYMBM,1,0,1,0,0.8400143297628127,1,0,2,1,1,1,1,1,1,2,0,1,-1.491020519067978,-0.5176233879228432,0
7311-MQJCH,0,0,0,0,-1.1145631287986442,1,0,2,1,1,1,1,1,1,1,0,2,-1.502653098069141,-0.9634212620334509,0
7375-WMVMT,1,1,1,0,1.5729808767233588,1,0,1,0,2,2,2,0,2,2,1,1,1.0216165451832002,1.9517469729900985,0
1136-XGEQU,0,0,1,1,0.7178532386027215,1,2,0,0,2,2,2,2,2,1,1,1,0.6443886261454905,0.8299175461062868,0
2530-FMFXO,1,0,1,1,0.9621754209229036,1,2,1,0,0,2,2,2,2,2,1,2,1.2775332832087833,1.5840613395755008,0
6844-DZKRF,1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,2,0,0,0,1,1,-0.48397153696730727,-0.9591638029952329,0
4695-WJZUE,0,1,0,0,-1.2367242199587352,1,2,1,0,0,2,0,0,2,0,1,2,0.7906267621601091,-0.9282806804382112,1
7619-ODSGN,1,0,1,1,-0.3408762181180675,1,2,0,2,0,0,0,0,0,0,0,2,-0.3327480099521901,-0.41698852713346257,1
5970-GHJAW,1,0,1,1,0.5549717837226001,1,0,2,1,1,1,1,1,1,2,0,1,-1.4893587220678117,-0.6268834636549349,0
8879-XUAHX,1,0,1,0,1.5729808767233588,1,2,1,2,2,2,2,2,2,2,1,2,1.7112623002521414,2.7712968081604337,0
3689-MOZGR,0,0,0,0,-0.13727439951791576,0,1,0,0,0,0,2,0,0,0,1,2,-1.115454397030434,-0.598735703381535,0
4195-PNGZS,1,0,1,1,1.4915401492832983,1,2,2,1,1,1,1,1,1,2,0,0,-1.3397969920528607,-0.24931523102209002,0
5003-XZWWO,1,0,1,0,1.5729808767233588,1,2,0,0,2,2,2,2,2,2,0,1,0.6460504231456565,1.6207240179253366,0
3988-RQIXO,0,1,0,0,-1.2774445836787656,1,0,1,0,0,0,0,2,2,0,1,2,0.8820255971692458,-0.9670831179937833,1
7622-FWGEW,1,1,1,0,0.9621754209229036,1,0,0,2,2,2,2,2,2,2,1,0,0.6942425361504742,1.1211233324457461,0
6922-NCEDI,1,0,0,1,0.9621754209229036,1,0,2,1,1,1,1,1,1,1,1,3,-1.4478137970636586,-0.4608866799109434,0
2514-GINMM,1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,2,0,0,1,2,0.4898415051300408,-0.972289130081967,1
9891-NQDBD,0,0,1,0,-0.1779947632379461,1,2,2,1,1,1,1,1,1,1,0,3,-1.303237458049206,-0.7107973195170136,0
6131-IUNXN,0,0,1,1,-0.5444780367182193,1,0,2,1,1,1,1,1,1,0,0,3,-1.481049737066981,-0.8387416843961034,0
8548-AWOFC,1,0,1,0,1.369379058123207,1,2,0,0,0,0,2,0,2,0,0,2,-0.030300955921955676,0.8741245301093381,0
9798-DRYDS,0,0,1,1,-0.62591876415828,1,2,0,0,0,2,2,0,0,1,1,3,-0.09344924192826831,-0.5349841146745403,0
8532-UEFWH,1,0,1,1,0.7992939660427822,1,2,2,1,1,1,1,1,1,2,0,3,-1.2965902700485417,-0.4135913836521903,0
6296-DDOOR,0,0,0,0,-0.5444780367182193,1,0,0,0,2,0,0,2,0,1,0,2,-0.21808401694072754,-0.5462123356613433,0
7951-VRDVK,0,0,0,0,0.14776814652229667,1,0,0,2,2,2,2,2,2,1,0,0,0.7008897241511383,0.31776507724459274,0
5931-FLJJF,1,1,1,0,-1.0331224013585834,1,0,1,0,0,0,0,0,0,0,1,3,0.1774236690988095,-0.801086334249792,1
4815-YOSUK,1,0,1,1,1.6137012404433893,1,2,1,2,2,2,2,0,2,1,1,1,1.3340343812144315,2.3180869846361407,0
2659-VXMWZ,1,0,1,1,1.4100994218432374,1,2,1,2,2,2,0,2,2,1,1,2,1.5467443972356951,2.2936451990695836,1
0380-NEAVX,1,1,0,0,0.06632741908223598,1,0,1,0,2,2,0,2,2,1,1,2,1.1661928841976528,0.4675923403926578,0
3207-OYBWH,1,1,1,0,1.002895784642934,1,2,1,0,2,2,0,0,2,0,1,0,1.0133075601823696,1.3869828989151927,1
4285-GYRQC,0,0,1,0,-1.0331224013585834,1,0,1,0,0,2,0,2,0,0,1,2,0.7141841001524675,-0.7483423727970501,1
7216-EWTRS,0,1,1,0,-1.2774445836787656,1,2,1,0,0,2,0,2,2,0,1,2,1.1977670272008092,-0.9628918370753304,1
4365-MSDYN,1,0,1,0,-0.9924020376385531,1,0,2,1,1,1,1,1,1,0,1,0,-1.502653098069141,-0.9362661735565267,0
7036-TYDEC,0,0,0,0,1.4915401492832983,1,2,1,0,0,2,2,2,2,2,0,2,1.304122035211441,2.0935225649000833,0
5802-ADBRC,0,0,1,0,0.7178532386027215,1,2,1,2,0,2,0,2,2,1,1,3,1.3174164112127704,1.3013263525659673,0
8076-FEZKJ,1,0,0,0,-0.9109613101984924,1,0,2,1,1,1,1,1,1,1,0,3,-1.504314895069307,-0.9077213445645369,0
5197-YPYBZ,0,0,1,1,-0.8295205827584317,1,2,2,1,1,1,1,1,1,2,0,1,-1.3132082400502028,-0.8861693368943867,0
8337-MSSXB,0,0,0,0,-0.748079855318371,1,0,1,0,2,0,0,0,2,0,1,2,0.7158458971526335,-0.48634319664723125,1
4312-GVYNH,0,0,1,0,1.5322605130033284,0,1,0,2,0,2,2,0,2,2,1,0,-0.49560411596847015,0.47952646132362103,0
8495-LJDFO,0,1,0,0,1.2879383306831464,1,2,1,2,0,2,2,2,2,0,1,0,1.4686399382278874,2.1300528870103888,0
0839-JTCUD,0,0,1,1,1.369379058123207,1,2,0,2,2,2,2,2,2,2,0,1,0.8354952811645946,1.6216063928555373,0
5494-WOZRZ,0,0,1,1,1.5729808767233588,1,0,0,2,0,2,2,2,2,2,1,1,0.572931355138347,1.63969507892465,0
1302-UHBDD,1,1,0,0,-0.5037576729981889,1,0,1,0,0,0,0,2,2,0,0,2,0.8371570781647607,-0.2800880567128366,0
2234-EOFPT,1,0,1,0,1.6137012404433893,1,0,0,2,2,0,2,2,2,2,1,0,0.48485611412954227,1.5308982500309136,0
8619-IJNDK,0,0,1,1,1.5729808767233588,1,0,0,2,2,2,2,0,0,2,0,1,-0.023653767921291324,0.9748476283917383,0
8378-LKJAF,1,0,1,1,0.22920887396235737,1,2,1,0,0,2,0,2,2,0,1,1,1.2093996062019723,0.7382829096049526,0
8182-BJDSI,0,0,0,0,-0.1779947632379461,1,2,1,0,2,0,0,0,2,0,1,2,0.8371570781647607,0.1509962154366758,1
2528-HFYZX,1,1,1,0,-0.62591876415828,1,0,1,0,2,0,0,0,0,0,1,2,0.3884718881199074,-0.46320291410272,1
1153-GNOLC,1,0,0,0,0.025607055362205634,0,1,0,0,2,0,0,2,0,1,1,2,-0.8528904710041867,-0.42984914174113664,0
3298-QEICA,0,0,1,1,-0.38159658183809786,0,1,0,2,0,0,2,0,0,2,0,3,-1.0024522010191377,-0.648479590071595,0
0788-DXBFY,1,0,1,1,1.0436161483629645,1,0,2,1,1,1,1,1,1,1,1,2,-1.502653098069141,-0.5181748722542187,0
3597-YASZG,0,1,1,0,1.5322605130033284,1,2,1,0,2,0,2,2,2,2,1,0,1.3190782082129364,2.2350775630775175,0
3496-LFSZU,1,0,1,0,-1.1552834925186746,1,0,1,0,0,0,0,0,0,0,0,2,0.19071804510013865,-0.8775661813249307,0
5242-UOWHD,1,0,1,1,0.5142514200025698,1,0,2,1,1,1,1,1,1,2,0,3,-1.4760643460664828,-0.5974121409862342,0
2482-CZGBB,1,0,0,0,-0.9109613101984924,1,0,1,0,0,0,0,0,0,0,1,2,0.17410007509847744,-0.6808848093832127,1
6479-SZPLM,1,0,1,1,0.14776814652229667,1,0,2,1,1,1,1,1,1,2,0,1,-1.505976692069473,-0.6744875911392583,0
8097-VBQTZ,1,0,0,0,0.880734693482843,1,0,0,2,2,0,2,2,0,0,1,3,0.17077648109814536,0.70589974966659,0
4500-HKANN,1,0,1,1,-0.38159658183809786,1,2,0,0,2,0,2,0,0,2,0,3,-0.16823010693574386,-0.3834362204125841,0
9917-KWRBE,0,0,1,1,0.35136996512244845,1,2,0,2,2,2,0,2,0,1,1,1,0.4516201741262198,0.4093776543726719,0
3420-ZDBMA,1,1,0,0,-1.1145631287986442,1,0,1,0,0,0,0,0,0,0,1,3,0.2222921881032951,-0.8434182715261668,0
2212-LYASK,1,0,1,1,-0.21871512695797646,0,1,0,0,2,2,0,0,2,1,1,1,-0.62854787598176,-0.457467477056416,0
1393-IMKZG,0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,2,2,2,0,1,2,1.0332491241843629,-0.965075715027577,0
8069-RHUXK,0,0,1,1,1.4100994218432374,0,1,0,2,0,0,2,0,0,2,0,1,-0.9658926670154829,0.11576739634841593,0
3398-GCPMU,0,1,1,1,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,1,0.8238627021634315,1.837788250754689,0
2908-WGAXL,0,0,1,1,0.9621754209229036,1,2,2,1,1,1,1,1,1,2,1,1,-1.3231790220511994,-0.3593032660715971,0
3378-AJRAO,1,0,1,1,0.47353105628253944,1,2,2,1,1,1,1,1,1,1,0,2,-1.3265026160515319,-0.5601759189317681,0
1013-QCWAM,0,1,1,0,1.369379058123207,1,2,1,0,2,0,0,2,2,0,1,2,1.1977670272008092,1.9445114985624536,0
0866-QLSIR,0,0,0,0,0.06632741908223598,1,2,0,2,2,0,2,0,0,1,1,3,-0.012021188920128179,-0.08583321582917038,1
6050-FFXES,0,0,1,0,1.4915401492832983,1,2,1,0,0,2,2,2,2,2,0,0,1.3489905542159264,2.1871204856211137,0
7181-BQYBV,0,0,1,1,-1.2774445836787656,1,2,1,2,0,2,0,2,2,0,1,2,1.2526063282062914,-0.9621638777579151,1
0362-RAOQO,0,0,0,0,0.3106496014024181,1,0,2,1,1,1,1,1,1,2,0,1,-1.4993295040688086,-0.6410676406579098,0
9554-DFKIC,1,0,1,1,-0.0965540357978854,1,2,0,2,0,0,0,0,0,0,1,0,-0.3427187919531868,-0.3064490077525801,0
5527-ACHSO,0,0,0,0,-0.8702409464784621,1,0,0,0,0,0,2,2,2,0,0,3,0.19071804510013865,-0.6414867687497551,0
0829-DDVLK,0,0,0,0,-0.7073594915983407,1,0,2,1,1,1,1,1,1,1,0,1,-1.4843733310673135,-0.8739263847378531,0
1399-UBQIU,1,0,0,0,-0.8702409464784621,1,0,0,0,0,2,0,2,2,0,1,2,0.15249671409631763,-0.6931277615397463,0
1813-JLKWR,0,0,1,1,1.2879383306831464,1,0,2,1,1,1,1,1,1,1,0,0,-1.4943441130683104,-0.41765030833111305,0
0336-PIKEI,1,1,1,0,1.6137012404433893,1,0,0,2,2,2,2,2,0,2,0,0,0.32033821111309646,1.3577321699790421,0
7322-OCWHC,1,1,1,0,1.6137012404433893,1,2,1,2,2,2,2,0,0,2,1,0,0.9401884921750601,1.9640561032663975,0
9537-VHDTA,0,0,0,1,-1.2774445836787656,1,0,0,2,0,0,0,0,0,0,0,3,-0.4507355969639848,-0.9847747353443059,0
4957-TIALW,0,0,0,1,-0.7073594915983407,1,0,0,2,2,2,2,0,0,1,0,1,0.0278619390838584,-0.5617641938061292,0
2054-PJOCK,0,0,0,0,1.125056875803025,1,2,0,0,0,2,2,2,2,1,0,1,0.5247392421335293,1.131094169157013,0
9150-HEPMB,1,0,0,0,0.9621754209229036,1,0,0,2,0,2,0,0,0,1,0,3,-0.4008816869590011,0.3248902548059626,0
9030-QGZNL,0,0,0,0,-0.9924020376385531,1,0,2,1,1,1,1,1,1,2,0,3,-1.4594463760648215,-0.9360455798239766,0
6204-IEUXJ,0,0,0,0,-1.1960038562387048,1,0,1,0,0,2,2,0,0,0,0,1,0.5097830691320341,-0.9113832005248693,1
3126-WQMGH,0,0,1,0,0.6771328748826912,1,2,0,0,0,0,0,0,0,0,1,1,-0.4191614539608286,0.1325545793954828,0
4529-CKBCL,0,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,2,0,0,1,2,0.5131066631323666,-0.9429281042795414,1
2506-CLAKW,0,0,0,0,-1.0738427650786138,1,0,1,2,2,2,2,0,2,0,1,0,1.109691786192005,-0.7570117064862711,1
7176-WRTNX,1,0,0,0,1.5322605130033284,1,2,1,2,2,2,2,2,2,2,1,0,1.6680555782478224,2.3947433066973196,0
1583-IHQZE,1,0,0,0,-0.8295205827584317,1,2,1,0,2,2,2,2,2,0,1,3,1.6015836982411773,-0.3964291912597882,1
5732-IKGQH,1,1,1,0,0.7992939660427822,1,0,1,2,0,2,2,2,2,1,1,0,1.3190782082129364,1.4108952595236293,0
9239-GZHZE,0,0,1,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,1,1,1.624848856243503,2.576931670410492,0
7205-BAIAD,0,0,0,0,0.3106496014024181,1,0,2,1,1,1,1,1,1,2,1,0,-1.4677553610656522,-0.6423691436799557,0
